source_rack,target_rack,source_row,source_col,target_row,target_col,manhattan_distance,euclidean_m,source_delta_power_W,delta_inlet_K,delta_inlet_K_per_kW
20,41,1,0,2,1,2,2.4738633753705956,13894.768352478233,0.059925005786070074,0.004312774726854803
20,42,1,0,2,2,3,2.6832815729997472,13894.768352478233,0.045685745664890476,0.0032879818148779777
20,43,1,0,2,3,4,2.9999999999999996,13894.768352478233,0.03322073914013046,0.0023908811070035073
20,44,1,0,2,4,5,3.3941125496954276,13894.768352478233,0.02356365092392565,0.0016958649706256454
20,45,1,0,2,5,6,3.841874542459709,13894.768352478233,0.01650855434077414,0.001188112958920234
20,46,1,0,2,6,7,4.326661530556787,13894.768352478233,0.01149379647303661,0.0008272031732710828
20,47,1,0,2,7,8,4.8373546489791295,13894.768352478233,0.007983953107775221,0.0005746013827104376
20,48,1,0,2,8,9,5.366563145999495,13894.768352478233,0.005557381467969691,0.0003999621531638195
20,49,1,0,2,9,10,5.909314681077663,13894.768352478233,0.0038918543974375552,0.00028009494643668634
20,50,1,0,2,10,11,6.4621977685614045,13894.768352478233,0.0027262829440886094,0.00019620931237780275
20,51,1,0,2,11,12,7.022819946431775,13894.768352478233,0.0018441766319909902,0.000132724532371356
20,52,1,0,2,12,13,7.58946638440411,13894.768352478233,0.0011253201783283373,8.098876856249483e-05
20,53,1,0,2,13,14,8.160882305241266,13894.768352478233,0.0005391281340365595,3.8800800442304745e-05
20,54,1,0,2,14,15,8.73613186713662,13894.768352478233,7.445755301915824e-05,5.358675375532848e-06
20,55,1,0,2,15,16,9.314504817756012,13894.768352478233,-0.0002787041432661397,-2.005820724722127e-05
20,56,1,0,2,16,17,9.895453501482384,13894.768352478233,-0.0005299076167730732,-3.813720411384622e-05
20,57,1,0,2,17,18,10.478549517943788,13894.768352478233,-0.0006873754508376351,-4.947009071331776e-05
20,58,1,0,2,18,19,11.063453348751462,13894.768352478233,-0.0007577856133877958,-5.453747728386125e-05
20,59,1,0,2,19,20,11.649892703368558,13894.768352478233,-0.0007492433318105896,-5.3922693261522167e-05
20,60,1,0,3,0,2,3.5999999999999996,13894.768352478233,0.04630093501693011,0.0033322567057170118
20,61,1,0,3,1,3,3.6496575181789312,13894.768352478233,0.040844512145390865,0.0029395604956671297
20,62,1,0,3,2,4,3.7947331922020546,13894.768352478233,0.034126229870580005,0.0024560488526959388
20,63,1,0,3,3,5,4.024922359499621,13894.768352478233,0.027273529487789716,0.0019628632011648673
20,64,1,0,3,4,6,4.326661530556787,13894.768352478233,0.021074845076952897,0.0015167467742054183
20,65,1,0,3,5,7,4.686149805543993,13894.768352478233,0.015892610121550632,0.0011437837406419278
20,66,1,0,3,6,8,5.091168824543142,13894.768352478233,0.011780526232122668,0.0008478389803469825
20,67,1,0,3,7,9,5.531726674375732,13894.768352478233,0.008630530782888002,0.0006211352765264837
20,68,1,0,3,8,10,6.0,13894.768352478233,0.006275314199999826,0.0004516314371574664
20,69,1,0,3,9,11,6.489992295835181,13894.768352478233,0.004540151818602567,0.0003267526095742933
20,70,1,0,3,10,12,6.99714227381436,13894.768352478233,0.0032592159350777195,0.0002345642512634199
20,71,1,0,3,11,13,7.517978451685001,13894.768352478233,0.0022934029099630493,0.000165055138148741
20,72,1,0,3,12,14,8.049844718999243,13894.768352478233,0.0015474662156584884,0.00011137042204683365
20,73,1,0,3,13,15,8.590692637965812,13894.768352478233,0.0009638352437981723,6.936677311545573e-05
20,74,1,0,3,14,16,9.138927727036688,13894.768352478233,0.0005084354475748398,3.659186210788153e-05
20,75,1,0,3,15,17,9.693296652842106,13894.768352478233,0.00015965473951240483,1.1490277164925115e-05
20,76,1,0,3,16,18,10.252804494381037,13894.768352478233,-9.773306407367954e-05,-7.03380305410044e-06
20,77,1,0,3,17,19,10.816653826391967,13894.768352478233,-0.0002756095108757961,-1.9835487996936567e-05
20,78,1,0,3,18,20,11.384199576606164,13894.768352478233,-0.00038435644195899954,-2.7661953924582468e-05
20,79,1,0,3,19,21,11.954915307102764,13894.768352478233,-0.00043426058388362776,-3.125353175147927e-05
20,80,1,0,4,0,3,7.199999999999999,13894.768352478233,0.001666816620456757,0.0001199600150339655
20,81,1,0,4,1,4,7.224956747275376,13894.768352478233,0.001514841246780918,0.00010902241824785333
20,82,1,0,4,2,5,7.2993150363578625,13894.768352478233,0.0013435167596327346,9.669227478651046e-05
20,83,1,0,4,3,6,7.421590126111789,13894.768352478233,0.0011668562148265949,8.397809774341991e-05
20,84,1,0,4,4,7,7.589466384404109,13894.768352478233,0.0009955964537340378,7.165261258612245e-05
20,85,1,0,4,5,8,7.799999999999999,13894.768352478233,0.0008385385406732837,6.034922781017247e-05
20,86,1,0,4,6,9,8.049844718999243,13894.768352478233,0.0007022552411619642,5.054098228537303e-05
20,87,1,0,4,7,10,8.335466393669883,13894.768352478233,0.0005899100589239481,4.245555189977192e-05
20,88,1,0,4,8,11,8.653323061113573,13894.768352478233,0.0004989296418322908,3.5907733700598405e-05
20,89,1,0,4,9,12,9.0,13894.768352478233,0.0004195380348761546,3.0193956763685585e-05
20,90,1,0,4,10,13,9.372299611087985,13894.768352478233,0.0003442033573897163,2.4772155149195065e-05
20,91,1,0,4,11,14,9.767292357659823,13894.768352478233,0.0002737796976362006,1.9703797191219095e-05
20,92,1,0,4,12,15,10.182337649086284,13894.768352478233,0.0002096893738610106,1.5091246470734503e-05
20,93,1,0,4,13,16,10.615083607772478,13894.768352478233,0.00015212820055410248,1.0948595665286445e-05
20,94,1,0,4,14,17,11.063453348751462,13894.768352478233,0.00010100756768949282,7.269467552618635e-06
20,95,1,0,4,15,18,11.525623627379126,13894.768352478233,5.6324038236965634e-05,4.053614771268916e-06
20,96,1,0,4,16,19,12.0,13894.768352478233,1.8216381853619623e-05,1.311024508758406e-06
20,97,1,0,4,17,20,12.485191228010887,13894.768352478233,-1.301485262672486e-05,-9.366728754714047e-07
20,98,1,0,4,18,21,12.97998459167036,13894.768352478233,-3.68752397683636e-05,-2.6538938133349037e-06
20,99,1,0,4,19,22,13.483323032546538,13894.768352478233,-5.2626918503051456e-05,-3.7875347877724824e-06
20,100,1,0,5,0,4,8.4,13894.768352478233,0.0010005131037154058,7.200646159293163e-05
20,101,1,0,5,1,5,8.42140130857092,13894.768352478233,0.0009181033526104443,6.607547022881413e-05
20,102,1,0,5,2,6,8.48528137423857,13894.768352478233,0.0008233730423654606,5.925777396775427e-05
20,103,1,0,5,3,7,8.590692637965812,13894.768352478233,0.0007246313743962673,5.2151382161547446e-05
20,104,1,0,5,4,8,8.736131867136622,13894.768352478233,0.0006281398376657421,4.520693125148134e-05
20,105,1,0,5,5,9,8.919641248391104,13894.768352478233,0.0005384378217883068,3.875111899165073e-05
20,106,1,0,5,6,10,9.138927727036691,13894.768352478233,0.00045834974389080685,3.298721736581213e-05
20,107,1,0,5,7,11,9.391485505499118,13894.768352478233,0.00038879820590054237,2.7981625604517353e-05
20,108,1,0,5,8,12,9.674709297958259,13894.768352478233,0.00032879017061304694,2.3662875283156828e-05
20,109,1,0,5,9,13,9.985990186255943,13894.768352478233,0.0002760922505906649,1.987023054914203e-05
20,110,1,0,5,10,14,10.322790320451153,13894.768352478233,0.0002285704646496356,1.6450109771629866e-05
20,111,1,0,5,11,15,10.682696288858914,13894.768352478233,0.00018501338803034173,1.331532727548806e-05
20,112,1,0,5,12,16,11.063453348751466,13894.768352478233,0.00014484089073363293,1.0424131375158874e-05
20,113,1,0,5,13,17,11.46298390472568,13894.768352478233,0.00010788461737121224,7.764405611840965e-06
20,114,1,0,5,14,18,11.879393923933998,13894.768352478233,7.432469109858175e-05,5.349113365054797e-06
20,115,1,0,5,15,19,12.310970717209914,13894.768352478233,4.4489582865736566e-05,3.2018945359244886e-06
20,116,1,0,5,16,20,12.75617497528158,13894.768352478233,1.876739042927511e-05,1.3506803390448614e-06
20,117,1,0,5,17,21,13.213629327327144,13894.768352478233,-2.4034085193136434e-06,-1.7297219056444203e-07
20,118,1,0,5,18,22,13.682105101189656,13894.768352478233,-1.8550239772707755e-05,-1.3350521075365163e-06
20,119,1,0,5,19,23,14.160508465447135,13894.768352478233,-2.9307662810396096e-05,-2.109258827993981e-06
20,120,1,0,6,0,5,11.999999999999998,13894.768352478233,2.6945761170793503e-05,1.9392738682100827e-06
20,121,1,0,6,1,6,12.014990636700471,13894.768352478233,2.5426247226789656e-05,1.829915158121704e-06
20,122,1,0,6,2,7,12.059850745345067,13894.768352478233,2.301411391059105e-05,1.65631504799332e-06
20,123,1,0,6,3,8,12.13424904969401,13894.768352478233,1.9818136969718125e-05,1.4263020776581292e-06
20,124,1,0,6,4,9,12.237646832622682,13894.768352478233,1.632575794374702e-05,1.1749571874535931e-06
20,125,1,0,6,5,10,12.36931687685298,13894.768352478233,1.2969621291603062e-05,9.334175973714477e-07
20,126,1,0,6,6,11,12.528367810692659,13894.768352478233,1.0030188033027798e-05,7.218679562397196e-07
20,127,1,0,6,7,12,12.713772060250253,13894.768352478233,7.651262460939279e-06,5.506577919720857e-07
20,128,1,0,6,8,13,12.924395537122809,13894.768352478233,5.863538316219774e-06,4.219961187891246e-07
20,129,1,0,6,9,14,13.159027319676785,13894.768352478233,4.571562239874538e-06,3.2901320294837205e-07
20,130,1,0,6,10,15,13.416407864998737,13894.768352478233,3.4816089815592477e-06,2.505697751296643e-07
20,131,1,0,6,11,16,13.695254652615992,13894.768352478233,2.1553897724402304e-06,1.551223969887775e-07
20,132,1,0,6,12,17,13.99428454762872,13894.768352478233,5.383470984554606e-07,3.874458967568484e-08
20,133,1,0,6,13,18,14.312232530251874,13894.768352478233,-1.086426316021516e-06,-7.81895954262342e-08
20,134,1,0,6,14,19,14.647866738880442,13894.768352478233,-2.568792293544675e-06,-1.8487478368694875e-07
20,135,1,0,6,15,20,14.999999999999998,13894.768352478233,-3.865377770750911e-06,-2.7818943595857013e-07
20,136,1,0,6,16,21,15.367498169838836,13894.768352478233,-4.947839141067334e-06,-3.5609367609103397e-07
20,137,1,0,6,17,22,15.749285698088023,13894.768352478233,-5.771346842209368e-06,-4.1536114138815464e-07
20,138,1,0,6,18,23,16.14434885648845,13894.768352478233,-6.267484430111381e-06,-4.5106793226916435e-07
20,139,1,0,6,19,24,16.551737068960463,13894.768352478233,-6.360314433351277e-06,-4.577488643210715e-07
20,140,1,0,7,0,6,13.2,13894.768352478233,1.5086624514992764e-05,1.0857773323224891e-06
20,141,1,0,7,1,7,13.213629327327144,13894.768352478233,1.3808461456932264e-05,9.937885329674764e-07
20,142,1,0,7,2,8,13.254433220624712,13894.768352478233,1.2329095881113972e-05,8.873192822185471e-07
20,143,1,0,7,3,9,13.32216198670471,13894.768352478233,1.0658488555748136e-05,7.67086451919662e-07
20,144,1,0,7,4,10,13.416407864998737,13894.768352478233,8.89511310830926e-06,6.401771431275967e-07
20,145,1,0,7,5,11,13.536617007214172,13894.768352478233,7.17513587034091e-06,5.16391183237047e-07
20,146,1,0,7,6,12,13.682105101189656,13894.768352478233,5.61630126583168e-06,4.042025835450486e-07
20,147,1,0,7,7,13,13.852075656738235,13894.768352478233,4.285214348698219e-06,3.084048787278932e-07
20,148,1,0,7,8,14,14.04563989286355,13894.768352478233,3.1818915999792807e-06,2.2899925491825613e-07
20,149,1,0,7,9,15,14.261837188805655,13894.768352478233,2.2375493102799737e-06,1.6103538062085722e-07
20,150,1,0,7,10,16,14.499655168313486,13894.768352478233,1.350925010967785e-06,9.722544318105437e-08
20,151,1,0,7,11,17,14.758048651498612,13894.768352478233,4.4696142253997095e-07,3.2167605187908876e-08
20,152,1,0,7,12,18,15.035956903370002,13894.768352478233,-4.912237265841668e-07,-3.535314257301407e-08
20,153,1,0,7,13,19,15.332318807016765,13894.768352478233,-1.4266666497064762e-06,-1.0267653360712701e-07
20,154,1,0,7,14,20,15.646085772486355,13894.768352478233,-2.3054233260211277e-06,-1.6592024188801525e-07
20,155,1,0,7,15,21,15.976232346833216,13894.768352478233,-3.081551039230135e-06,-2.2177779154414744e-07
20,156,1,0,7,16,22,16.321764610482532,13894.768352478233,-3.7188332164816984e-06,-2.676426927130755e-07
20,157,1,0,7,17,23,16.68172652934941,13894.768352478233,-4.185797948252912e-06,-3.012499267399693e-07
20,158,1,0,7,18,24,17.055204484262273,13894.768352478233,-4.455331215069691e-06,-3.2064811028498003e-07
20,159,1,0,7,19,25,17.44133022449836,13894.768352478233,-4.511092640768766e-06,-3.2466123409421063e-07
20,160,1,0,8,0,7,16.8,13894.768352478233,-6.199777189408451e-07,-4.461950737237498e-08
20,161,1,0,8,1,8,16.81071087134628,13894.768352478233,-6.838135782061272e-07,-4.92137444007236e-08
20,162,1,0,8,2,9,16.84280261714184,13894.768352478233,-7.312875140996766e-07,-5.263042143262835e-08
20,163,1,0,8,3,10,16.89615340839447,13894.768352478233,-7.53688787824558e-07,-5.424263065818812e-08
20,164,1,0,8,4,11,16.97056274847714,13894.768352478233,-7.47632562081435e-07,-5.380676691512379e-08
20,165,1,0,8,5,12,17.06575518399347,13894.768352478233,-7.171635196812076e-07,-5.161392413953387e-08
20,166,1,0,8,6,13,17.181385275931625,13894.768352478233,-6.738662357008707e-07,-4.84978387984915e-08
20,167,1,0,8,7,14,17.317043627594174,13894.768352478233,-6.393018807671069e-07,-4.6010258289270635e-08
20,168,1,0,8,8,15,17.472263734273245,13894.768352478233,-6.374992054247741e-07,-4.588052058536632e-08
20,169,1,0,8,9,16,17.64652940382329,13894.768352478233,-6.651362447485099e-07,-4.786954541994059e-08
20,170,1,0,8,10,17,17.839282496782207,13894.768352478233,-7.030035504840271e-07,-5.059483775838848e-08
20,171,1,0,8,11,18,18.04993074778959,13894.768352478233,-7.418152883076345e-07,-5.3388100433882106e-08
20,172,1,0,8,12,19,18.277855454073382,13894.768352478233,-7.789285625392495e-07,-5.605912547655548e-08
20,173,1,0,8,13,20,18.52241884851976,13894.768352478233,-8.135115336926901e-07,-5.854804578642683e-08
20,174,1,0,8,14,21,18.78297101099823,13894.768352478233,-8.447147799017785e-07,-6.079372886782365e-08
20,175,1,0,8,15,22,19.05885620912231,13894.768352478233,-8.709270424844817e-07,-6.26802131846369e-08
20,176,1,0,8,16,23,19.349418595916518,13894.768352478233,-8.893886160876718e-07,-6.400888402929314e-08
20,177,1,0,8,17,24,19.65400722499104,13894.768352478233,-8.959748996062444e-07,-6.448289578332126e-08
20,178,1,0,8,18,25,19.971980372511887,13894.768352478233,-8.852363819755737e-07,-6.371004967619236e-08
20,179,1,0,8,19,26,20.30270917882636,13894.768352478233,-8.508576279098179e-07,-6.123582677490706e-08
20,180,1,0,9,0,8,17.999999999999996,13894.768352478233,-4.5738405418660477e-07,-3.2917717128046033e-08
20,181,1,0,9,1,9,18.00999722376436,13894.768352478233,-5.035428607413905e-07,-3.623974491460881e-08
20,182,1,0,9,2,10,18.039955654047485,13894.768352478233,-5.313723043798291e-07,-3.824261699800522e-08
20,183,1,0,9,3,11,18.0897761180176,13894.768352478233,-5.425238711609381e-07,-3.9045190059910214e-08
20,184,1,0,9,4,12,18.159295140505865,13894.768352478233,-5.396705233806642e-07,-3.883983595051515e-08
20,185,1,0,9,5,13,18.248287590894655,13894.768352478233,-5.281131443268805e-07,-3.8008056768552575e-08
20,186,1,0,9,6,14,18.356470248934023,13894.768352478233,-5.166344720919369e-07,-3.718194207964549e-08
20,187,1,0,9,7,15,18.483506160899232,13894.768352478233,-5.129509119683462e-07,-3.6916837974981976e-08
20,188,1,0,9,8,16,18.629009635512027,13894.768352478233,-5.196788031014421e-07,-3.740104116300388e-08
20,189,1,0,9,9,17,18.79255171603899,13894.768352478233,-5.356888799212811e-07,-3.855327892715369e-08
20,190,1,0,9,10,18,18.973665961010273,13894.768352478233,-5.575474872898667e-07,-4.012643270806483e-08
20,191,1,0,9,11,19,19.171854370404546,13894.768352478233,-5.816307435679846e-07,-4.185969343376973e-08
20,192,1,0,9,12,20,19.38659330568421,13894.768352478233,-6.053123975391372e-07,-4.35640510286863e-08
20,193,1,0,9,13,21,19.617339269126173,13894.768352478233,-6.268308609946871e-07,-4.5112724810765716e-08
20,194,1,0,9,14,22,19.863534428696212,13894.768352478233,-6.447306972745537e-07,-4.640096768216803e-08
20,195,1,0,9,15,23,20.124611797498105,13894.768352478233,-6.57383992574978e-07,-4.7311619445438885e-08
20,196,1,0,9,16,24,20.399999999999995,13894.768352478233,-6.626981026158774e-07,-4.769407346741986e-08
20,197,1,0,9,17,25,20.689127579479997,13894.768352478233,-6.580297409186642e-07,-4.7358093652658824e-08
20,198,1,0,9,18,26,20.991426821443078,13894.768352478233,-6.404068706444832e-07,-4.6089783895552455e-08
20,199,1,0,9,19,27,21.30633708547764,13894.768352478233,-6.07464560431481e-07,-4.3718941188619044e-08
21,0,1,1,0,0,2,2.473863375370596,13862.655052972561,0.022242656473256517,0.0016045019073375152
21,1,1,1,0,1,1,2.4,13862.655052972561,0.01169643134954157,0.0008437367376485004
21,2,1,1,0,2,2,2.4738633753705965,13862.655052972561,0.0011259609882543486,8.122260735420301e-05
21,3,1,1,0,3,3,2.6832815729997477,13862.655052972561,-0.006990107326242168,-0.0005042401545397526
21,4,1,1,0,4,4,3.0,13862.655052972561,-0.011871504832519975,-0.0008563658828093234
21,5,1,1,0,5,5,3.394112549695428,13862.655052972561,-0.014087723851929468,-0.0010162356199513631
21,6,1,1,0,6,6,3.8418745424597094,13862.655052972561,-0.014532157573338367,-0.0010482954035722215
21,7,1,1,0,7,7,4.326661530556787,13862.655052972561,-0.013923710913253728,-0.001004404341018936
21,8,1,1,0,8,8,4.837354648979129,13862.655052972561,-0.012740572557735419,-0.0009190571726015403
21,9,1,1,0,9,9,5.366563145999495,13862.655052972561,-0.011283414306461736,-0.0008139432355017908
21,10,1,1,0,10,10,5.909314681077663,13862.655052972561,-0.009742902482955174,-0.0007028164839798137
21,11,1,1,0,11,11,6.4621977685614045,13862.655052972561,-0.008246065615001186,-0.0005948402801260633
21,12,1,1,0,12,12,7.022819946431775,13862.655052972561,-0.006885179102418704,-0.0004966710255797874
21,13,1,1,0,13,13,7.589466384404109,13862.655052972561,-0.0057426479439008915,-0.0004142531082218264
21,14,1,1,0,14,14,8.160882305241264,13862.655052972561,-0.004890358252655602,-0.0003527721229424204
21,15,1,1,0,15,15,8.73613186713662,13862.655052972561,-0.004290992937690419,-0.00030953615460339276
21,16,1,1,0,16,16,9.314504817756015,13862.655052972561,-0.003822663578358032,-0.000275752629186163
21,17,1,1,0,17,17,9.895453501482386,13862.655052972561,-0.0034024831149608303,-0.00024544238473503947
21,18,1,1,0,18,18,10.478549517943788,13862.655052972561,-0.0029877228266954603,-0.00021552313141159815
21,19,1,1,0,19,19,11.063453348751464,13862.655052972561,-0.002556930163752469,-0.0001844473626431459
21,20,1,1,1,0,1,1.3416407864998738,13862.655052972561,0.07344861743800024,0.005298308091583848
21,21,1,1,1,1,0,1.2000000000000002,13862.655052972561,0.048203040111076234,0.0034771867241073767
21,22,1,1,1,2,1,1.341640786499874,13862.655052972561,0.018628930184348746,0.0013438212314425407
21,23,1,1,1,3,2,1.6970562748477143,13862.655052972561,0.00182030242003961,0.00013130979693888318
21,24,1,1,1,4,3,2.1633307652783933,13862.655052972561,-0.005818630114973189,-0.0004197341773807971
21,25,1,1,1,5,4,2.6832815729997477,13862.655052972561,-0.009208715040475823,-0.0006642822031773202
21,26,1,1,1,6,5,3.2310988842807027,13862.655052972561,-0.010504853514110124,-0.0007577807767681252
21,27,1,1,1,7,6,3.7947331922020555,13862.655052972561,-0.010634429938278345,-0.0007671279345581068
21,28,1,1,1,8,7,4.36806593356831,13862.655052972561,-0.010073544657590361,-0.0007266677717289299
21,29,1,1,1,9,8,4.947726750741193,13862.655052972561,-0.009113246738966296,-0.0006573954775721082
21,30,1,1,1,10,9,5.531726674375733,13862.655052972561,-0.007961876456828776,-0.0005743399389514143
21,31,1,1,1,11,10,6.118823416311342,13862.655052972561,-0.0068016035942228825,-0.0004906422015286616
21,32,1,1,1,12,11,6.7082039324993685,13862.655052972561,-0.005806139946614053,-0.00041883318342895976
21,33,1,1,1,13,12,7.2993150363578625,13862.655052972561,-0.005041407128803854,-0.0003636682229731186
21,34,1,1,1,14,13,7.891767862779542,13862.655052972561,-0.004449458226787328,-0.00032096724687910583
21,35,1,1,1,15,14,8.485281374238568,13862.655052972561,-0.003967506365832207,-0.00028620104523061453
21,36,1,1,1,16,15,9.079647570252934,13862.655052972561,-0.0035504742530996225,-0.0002561179110013486
21,37,1,1,1,17,16,9.674709297958259,13862.655052972561,-0.0031662720922760457,-0.00022840300650755235
21,38,1,1,1,18,17,10.270345661174213,13862.655052972561,-0.002796658534659713,-0.00020174046919388842
21,39,1,1,1,19,18,10.866462165764899,13862.655052972561,-0.002436599987454713,-0.0001757671945340827
21,40,1,1,2,0,2,2.4738633753705956,13862.655052972561,0.06606019777430916,0.004765335177271392
21,41,1,1,2,1,1,2.3999999999999995,13862.655052972561,0.05929325522329165,0.004277193293544257
21,42,1,1,2,2,2,2.4738633753705956,13862.655052972561,0.04807682952841219,0.0034680823655136037
21,43,1,1,2,3,3,2.6832815729997472,13862.655052972561,0.03596834204720878,0.0025946214422680964
21,44,1,1,2,4,4,2.9999999999999996,13862.655052972561,0.025592000875100496,0.0018461110643889834
21,45,1,1,2,5,5,3.3941125496954276,13862.655052972561,0.017722102225654623,0.0012784060598733922
21,46,1,1,2,6,6,3.841874542459709,13862.655052972561,0.012101402712595188,0.0008729498545807277
21,47,1,1,2,7,7,4.326661530556787,13862.655052972561,0.008209032954088258,0.0005921688827082226
21,48,1,1,2,8,8,4.837354648979129,13862.655052972561,0.0055663709140745254,0.0004015371437004004
21,49,1,1,2,9,9,5.366563145999495,13862.655052972561,0.003792489033727975,0.00027357595058348895
21,50,1,1,2,10,10,5.909314681077663,13862.655052972561,0.0025771399020406704,0.00018590521744880724
21,51,1,1,2,11,11,6.4621977685614045,13862.655052972561,0.0016643830052345265,0.00012006235449663257
21,52,1,1,2,12,12,7.022819946431775,13862.655052972561,0.0009164432615982321,6.610878349755371e-05
21,53,1,1,2,13,13,7.589466384404109,13862.655052972561,0.0003038750707879956,2.192040915876615e-05
21,54,1,1,2,14,14,8.160882305241264,13862.655052972561,-0.00018143226739653073,-1.3087844045980666e-05
21,55,1,1,2,15,15,8.73613186713662,13862.655052972561,-0.0005477322373934612,-3.951135156291805e-05
21,56,1,1,2,16,16,9.314504817756013,13862.655052972561,-0.0008035354200472966,-5.7964034809839326e-05
21,57,1,1,2,17,17,9.895453501482384,13862.655052972561,-0.0009563163869437119,-6.898508137794639e-05
21,58,1,1,2,18,18,10.478549517943788,13862.655052972561,-0.00101215054186099,-7.301274813470563e-05
21,59,1,1,2,19,19,11.063453348751462,13862.655052972561,-0.000979214477332846,-7.063686383243544e-05
21,60,1,1,3,0,3,3.6496575181789312,13862.655052972561,0.04058646003936417,0.002927755172748184
21,61,1,1,3,1,2,3.5999999999999996,13862.655052972561,0.037607547088924775,0.0027128675528040793
21,62,1,1,3,2,3,3.6496575181789312,13862.655052972561,0.032749114017335046,0.002362398392818169
21,63,1,1,3,3,4,3.794733192202055,13862.655052972561,0.026969536822964102,0.0019454813468204302
21,64,1,1,3,4,5,4.024922359499621,13862.655052972561,0.021219153212349795,0.0015306702165830623
21,65,1,1,3,5,6,4.326661530556787,13862.655052972561,0.016124709163541695,0.0011631761089001549
21,66,1,1,3,6,7,4.686149805543993,13862.655052972561,0.011947932606144462,0.0008618790960669885
21,67,1,1,3,7,8,5.091168824543142,13862.655052972561,0.008697422415181677,0.000627399468712647
21,68,1,1,3,8,9,5.531726674375731,13862.655052972561,0.006254938915425612,0.00045120785964333494
21,69,1,1,3,9,10,6.0,13862.655052972561,0.004457501307875589,0.00032154744461594095
21,70,1,1,3,10,11,6.489992295835181,13862.655052972561,0.0031352268940203487,0.00022616352221417092
21,71,1,1,3,11,12,6.99714227381436,13862.655052972561,0.00214149819424847,0.0001544796567515593
21,72,1,1,3,12,13,7.517978451685001,13862.655052972561,0.0013753072086544194,9.920950953472026e-05
21,73,1,1,3,13,14,8.049844718999243,13862.655052972561,0.0007764282310489534,5.600862375079183e-05
21,74,1,1,3,14,15,8.59069263796581,13862.655052972561,0.0003102570472606203,2.238078103184801e-05
21,75,1,1,3,15,16,9.138927727036688,13862.655052972561,-4.451493248325278e-05,-3.2111404570877977e-06
21,76,1,1,3,16,17,9.693296652842108,13862.655052972561,-0.00030266815704749206,-2.183334692314883e-05
21,77,1,1,3,17,18,10.252804494381037,13862.655052972561,-0.00047577896388872887,-3.432091198047288e-05
21,78,1,1,3,18,19,10.816653826391967,13862.655052972561,-0.0005742325763975487,-4.142298673690335e-05
21,79,1,1,3,19,20,11.384199576606164,13862.655052972561,-0.00060877745385568,-4.391492477663146e-05
21,80,1,1,4,0,4,7.224956747275376,13862.655052972561,0.0014033640664621316,0.00010123342614380417
21,81,1,1,4,1,3,7.199999999999999,13862.655052972561,0.001290755852831893,9.311029149175265e-05
21,82,1,1,4,2,4,7.224956747275376,13862.655052972561,0.0011576540665956259,8.350882728971827e-05
21,83,1,1,4,3,5,7.2993150363578625,13862.655052972561,0.0010150697141213527,7.322332628508215e-05
21,84,1,1,4,4,6,7.421590126111789,13862.655052972561,0.000872554841496509,6.294283729648221e-05
21,85,1,1,4,5,7,7.589466384404109,13862.655052972561,0.0007388694334906631,5.329927280649083e-05
21,86,1,1,4,6,8,7.799999999999999,13862.655052972561,0.0006211014860966202,4.480393429132017e-05
21,87,1,1,4,7,9,8.049844718999243,13862.655052972561,0.0005230893091479061,3.7733703042386554e-05
21,88,1,1,4,8,10,8.335466393669883,13862.655052972561,0.00044282176644827587,3.194350322908178e-05
21,89,1,1,4,9,11,8.653323061113573,13862.655052972561,0.0003709054697722536,2.6755731016528506e-05
21,90,1,1,4,10,12,9.0,13862.655052972561,0.0003004076644970155,2.1670283459343472e-05
21,91,1,1,4,11,13,9.372299611087985,13862.655052972561,0.00023306143401669033,1.6812178700696667e-05
21,92,1,1,4,12,14,9.767292357659823,13862.655052972561,0.0001709984209092852,1.2335185450107415e-05
21,93,1,1,4,13,15,10.182337649086284,13862.655052972561,0.00011488307863061209,8.287234890547016e-06
21,94,1,1,4,14,16,10.615083607772478,13862.655052972561,6.493516995575987e-05,4.684179885283653e-06
21,95,1,1,4,15,17,11.063453348751462,13862.655052972561,2.136705419175655e-05,1.5413392391362161e-06
21,96,1,1,4,16,18,11.525623627379126,13862.655052972561,-1.5511838132198363e-05,-1.118965888779882e-06
21,97,1,1,4,17,19,12.0,13862.655052972561,-4.524690203666637e-05,-3.263941998395473e-06
21,98,1,1,4,18,20,12.485191228010887,13862.655052972561,-6.720221729850095e-05,-4.847716187245878e-06
21,99,1,1,4,19,21,12.97998459167036,13862.655052972561,-8.054407912538863e-05,-5.810148115033535e-06
21,100,1,1,5,0,5,8.42140130857092,13862.655052972561,0.0008289881703404944,5.980010085894296e-05
21,101,1,1,5,1,4,8.4,13862.655052972561,0.0007670958705112696,5.533542222467562e-05
21,102,1,1,5,2,5,8.42140130857092,13862.655052972561,0.0006933139195517413,5.001306870166075e-05
21,103,1,1,5,3,6,8.48528137423857,13862.655052972561,0.0006143701475025409,4.431836074365869e-05
21,104,1,1,5,4,7,8.590692637965812,13862.655052972561,0.0005355987555439867,3.863608763958522e-05
21,105,1,1,5,5,8,8.736131867136622,13862.655052972561,0.00046113183234552935,3.3264322785457256e-05
21,106,1,1,5,6,9,8.919641248391104,13862.655052972561,0.0003937338614079522,2.84024856640665e-05
21,107,1,1,5,7,10,9.138927727036691,13862.655052972561,0.0003344594867265016,2.4126654342075955e-05
21,108,1,1,5,8,11,9.391485505499116,13862.655052972561,0.00028253341088912975,2.038090176878103e-05
